OBJECTID,Shape,Permanent_Identifier,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode,FType,FCode,VisibilityFilter,Shape_Length,Shape_Area,Rank,CumArea
74620,Polygon Z,135968375,7/30/10 6:29,High,<Null>,<Null>,0.004,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003087,0,210,0.306996
83246,Polygon Z,61498015,11/15/02,High,<Null>,<Null>,0.004,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002501,0,211,0.310996
83250,Polygon Z,61497509,11/15/02,High,<Null>,<Null>,0.004,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002972,0,212,0.314996
91807,Polygon Z,61498011,11/15/02,High,<Null>,<Null>,0.004,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003476,0,213,0.318996
100397,Polygon Z,61498197,11/15/02,High,<Null>,<Null>,0.004,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002408,0,214,0.322996
117681,Polygon Z,61497461,11/15/02,High,<Null>,<Null>,0.004,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003166,0,215,0.326996
117809,Polygon Z,61495747,11/15/02,High,<Null>,<Null>,0.004,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002978,0,216,0.330996
135083,Polygon Z,61495609,11/15/02,High,<Null>,<Null>,0.004,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002807,0,217,0.334996
57628,Polygon Z,61496349,10/16/12,High,<Null>,<Null>,0.004253,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002659,0,218,0.339249
48891,Polygon Z,{5F627B3C-EA08-408B-B81F-77EFA26E33DE},10/16/12,High,<Null>,<Null>,0.004325,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003327,0,219,0.343574
49107,Polygon Z,{6683A63D-086A-4CF2-9FCA-F35371B7BD27},10/16/12,High,<Null>,<Null>,0.0048,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003524,0,220,0.348374
66343,Polygon Z,{678380D1-851C-46CC-805C-E82FDCBB00CD},10/16/12,High,<Null>,<Null>,0.004892,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003518,0,221,0.353266
108659,Polygon Z,{26B55C89-A7E9-4A88-A83E-D1B4586571B3},10/16/12,High,<Null>,<Null>,0.004908,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.0032,0,222,0.358174
5697,Polygon Z,61496905,11/15/02,High,<Null>,<Null>,0.005,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.004728,0,223,0.363174
14432,Polygon Z,61497951,11/15/02,High,<Null>,<Null>,0.005,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003486,0,224,0.368174
32013,Polygon Z,135653543,7/30/10 6:29,High,<Null>,<Null>,0.005,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003707,0,225,0.373174
48959,Polygon Z,61496953,11/15/02,High,<Null>,<Null>,0.005,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Water Storage; Construction Material = Nonearthen,Unspecified,0.002886,0.000001,226,0.378174
83276,Polygon Z,61500923,11/15/02,High,<Null>,<Null>,0.005,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.004519,0.000001,227,0.383174
92079,Polygon Z,61496727,11/15/02,High,<Null>,<Null>,0.005,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003861,0.000001,228,0.388174
117644,Polygon Z,61497521,11/15/02,High,<Null>,<Null>,0.005,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.008882,0,229,0.393174
117853,Polygon Z,61497425,11/15/02,High,<Null>,<Null>,0.005,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002823,0.000001,230,0.398174
117855,Polygon Z,61495877,11/15/02,High,<Null>,<Null>,0.005,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.004303,0,231,0.403174
135049,Polygon Z,61496883,11/15/02,High,<Null>,<Null>,0.005,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002753,0,232,0.408174
5735,Polygon Z,{1A4A3491-00AD-4F1F-9F6A-E4F9F9876B20},10/16/12,High,<Null>,<Null>,0.005141,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Intermittent,Unspecified,0.002988,0.000001,233,0.413315
100477,Polygon Z,61495815,10/16/12,High,<Null>,<Null>,0.005457,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.004162,0.000001,234,0.418772
126605,Polygon Z,{4F1828E4-AF38-4A38-934B-A2ECAEA9BEB7},10/16/12,High,<Null>,<Null>,0.005721,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003317,0.000001,235,0.424493
126545,Polygon Z,135653554,10/16/12,High,<Null>,<Null>,0.005921,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003223,0.000001,236,0.430414
23178,Polygon Z,61496787,11/15/02,High,<Null>,<Null>,0.006,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Treatment,Unspecified,0.003406,0.000001,237,0.436414
31698,Polygon Z,61498167,11/15/02,High,<Null>,<Null>,0.006,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003625,0.000001,238,0.442414
40110,Polygon Z,61498179,11/15/02,High,<Null>,<Null>,0.006,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003393,0.000001,239,0.448414
57467,Polygon Z,61496933,11/15/02,High,<Null>,<Null>,0.006,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003931,0.000001,240,0.454414
74578,Polygon Z,61497591,11/15/02,High,<Null>,<Null>,0.006,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003454,0.000001,241,0.460414
117608,Polygon Z,61496941,11/15/02,High,<Null>,<Null>,0.006,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003121,0.000001,242,0.466414
135107,Polygon Z,61497751,11/15/02,High,<Null>,<Null>,0.006,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003972,0.000001,243,0.472414
5840,Polygon Z,{FCA19467-E5FB-4D79-B8DC-BA95B0EB06D2},10/16/12,High,<Null>,<Null>,0.006135,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.00344,0.000001,244,0.478549
14698,Polygon Z,{0E6FDF84-E252-4AC5-8943-26006EBF5F64},10/16/12,High,<Null>,<Null>,0.006153,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.004325,0.000001,245,0.484702
5780,Polygon Z,61495767,11/15/02,High,<Null>,<Null>,0.007,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003513,0.000001,246,0.491702
5836,Polygon Z,61496969,11/15/02,High,<Null>,<Null>,0.007,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003238,0.000001,247,0.498702
31663,Polygon Z,61497543,11/15/02,High,<Null>,<Null>,0.007,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.004069,0.000001,248,0.505702
31742,Polygon Z,61496925,11/15/02,High,<Null>,<Null>,0.007,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003489,0.000001,249,0.512702
31777,Polygon Z,61497257,11/15/02,High,<Null>,<Null>,0.007,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003687,0.000001,250,0.519702
40380,Polygon Z,61496915,11/15/02,High,<Null>,<Null>,0.007,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.00366,0.000001,251,0.526702
48887,Polygon Z,61495787,11/15/02,High,<Null>,<Null>,0.007,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003508,0.000001,252,0.533702
57554,Polygon Z,61496713,11/15/02,High,<Null>,<Null>,0.007,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003432,0.000001,253,0.540702
108856,Polygon Z,61498283,11/15/02,High,<Null>,<Null>,0.007,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.004818,0.000001,254,0.547702
100575,Polygon Z,{D8FC82E1-1CFE-44DC-92F1-2EDA54AB8269},10/16/12,High,<Null>,<Null>,0.007245,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003484,0.000001,255,0.554947
109042,Polygon Z,{54EB4526-260B-484E-823A-7FD31B9756DA},10/16/12,High,<Null>,<Null>,0.007381,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003953,0.000001,256,0.562328
40488,Polygon Z,{68BCA5C5-1391-4868-989E-861DEF762F27},10/16/12,High,<Null>,<Null>,0.00748,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003787,0.000001,257,0.569808
100715,Polygon Z,{45810AD2-8173-4194-B0CF-2F1C09348909},10/16/12,High,<Null>,<Null>,0.007849,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003619,0.000001,258,0.577657
5812,Polygon Z,{82237C12-82B3-4592-B7A4-9F527BA82A0A},10/16/12,High,<Null>,<Null>,0.007862,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.005179,0.000001,259,0.585519
48816,Polygon Z,61497735,11/15/02,High,<Null>,<Null>,0.008,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003574,0.000001,260,0.593519
57499,Polygon Z,61495635,11/15/02,High,<Null>,<Null>,0.008,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.004892,0.000001,261,0.601519
66065,Polygon Z,61500961,11/15/02,High,<Null>,<Null>,0.008,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.003789,0.000001,262,0.609519
83440,Polygon Z,61500407,11/15/02,High,<Null>,<Null>,0.008,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.004989,0.000001,263,0.617519
91879,Polygon Z,61497201,11/15/02,High,<Null>,<Null>,0.008,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.007348,0.000001,264,0.625519
126252,Polygon Z,61501097,11/15/02,High,<Null>,<Null>,0.008,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.003403,0.000001,265,0.633519
126333,Polygon Z,61496687,11/15/02,High,<Null>,<Null>,0.008,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003662,0.000001,266,0.641519
134936,Polygon Z,61497147,11/15/02,High,<Null>,<Null>,0.008,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.004491,0.000001,267,0.649519
126606,Polygon Z,{32461158-9BE4-4588-A1BE-81749C661EED},10/16/12,High,<Null>,<Null>,0.00802,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.004406,0.000001,268,0.657539
23400,Polygon Z,{42E54645-3C82-48A1-BB6D-E5BAB368800B},10/16/12,High,<Null>,<Null>,0.008394,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.006428,0.000001,269,0.665933
23143,Polygon Z,61497039,11/15/02,High,<Null>,<Null>,0.009,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.004458,0.000001,270,0.674933
23399,Polygon Z,135653587,7/30/10 6:29,High,<Null>,<Null>,0.009,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003685,0.000001,271,0.683933
66133,Polygon Z,61497989,11/15/02,High,<Null>,<Null>,0.009,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003853,0.000001,272,0.692933
66169,Polygon Z,{E93331DE-BCFB-4421-BAC9-EDA9B7850471},10/16/12,High,<Null>,<Null>,0.009247,<Null>,<Null>,SwampMarsh,Swamp/Marsh: Hydrographic Category: Perennial,Unspecified,0.008257,0.000001,273,0.70218
5621,Polygon Z,61495803,10/16/12,High,<Null>,<Null>,0.00985,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.006821,0.000001,274,0.71203
23141,Polygon Z,61498299,11/15/02,High,<Null>,<Null>,0.01,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.005002,0.000001,275,0.72203
48774,Polygon Z,61497221,11/15/02,High,<Null>,<Null>,0.01,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003606,0.000001,276,0.73203
109081,Polygon Z,61500779,11/15/02,High,<Null>,<Null>,0.01,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.007178,0.000001,277,0.74203
126428,Polygon Z,{308760D2-433A-421B-881A-F9324E5DBEFC},10/16/12,High,<Null>,<Null>,0.010036,<Null>,<Null>,SwampMarsh,Swamp/Marsh: Hydrographic Category: Perennial,Unspecified,0.005012,0.000001,278,0.752066
92080,Polygon Z,{BAB9F993-3292-4FC3-AC3C-34D6D63B2DC0},10/16/12,High,<Null>,<Null>,0.010488,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.005847,0.000001,279,0.762554
23174,Polygon Z,61501133,10/16/12,High,<Null>,<Null>,0.010665,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.004429,0.000001,280,0.773219
5873,Polygon Z,61500463,11/15/02,High,<Null>,<Null>,0.011,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.006133,0.000001,281,0.784219
14338,Polygon Z,61501093,11/15/02,High,<Null>,<Null>,0.011,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.004463,0.000001,282,0.795219
23339,Polygon Z,135653561,7/30/10 6:29,High,<Null>,<Null>,0.011,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.004845,0.000001,283,0.806219
48885,Polygon Z,61498105,11/15/02,High,<Null>,<Null>,0.011,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.00707,0.000001,284,0.817219
66100,Polygon Z,61497095,11/15/02,High,<Null>,<Null>,0.011,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.00529,0.000001,285,0.828219
83513,Polygon Z,61500533,11/15/02,High,<Null>,<Null>,0.011,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.007416,0.000001,286,0.839219
117712,Polygon Z,61496853,11/15/02,High,<Null>,<Null>,0.011,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.004031,0.000001,287,0.850219
126218,Polygon Z,61501047,11/15/02,High,<Null>,<Null>,0.011,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.005728,0.000001,288,0.861219
31605,Polygon Z,61497435,11/15/02,High,1472032,Pamplins Pond,0.012,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.00479,0.000001,289,0.873219
48663,Polygon Z,61501049,11/15/02,High,<Null>,<Null>,0.012,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.008131,0.000001,290,0.885219
48890,Polygon Z,61495637,11/15/02,High,<Null>,<Null>,0.012,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.004766,0.000001,291,0.897219
48961,Polygon Z,61495967,11/15/02,High,<Null>,<Null>,0.012,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.006794,0.000001,292,0.909219
100365,Polygon Z,135972687,7/30/10 6:29,High,<Null>,<Null>,0.012,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.006857,0.000001,293,0.921219
100544,Polygon Z,61496813,11/15/02,High,<Null>,<Null>,0.012,<Null>,2.08021E+12,Reservoir,Reservoir: Reservoir Type = Treatment,Unspecified,0.004739,0.000001,294,0.933219
49106,Polygon Z,61495923,11/15/02,High,<Null>,<Null>,0.013,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.006086,0.000001,295,0.946219
57379,Polygon Z,61498363,11/15/02,High,<Null>,<Null>,0.013,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.004418,0.000001,296,0.959219
117749,Polygon Z,61497847,11/15/02,High,<Null>,<Null>,0.013,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.006635,0.000001,297,0.972219
135215,Polygon Z,61496707,10/16/12,High,<Null>,<Null>,0.013508,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.005118,0.000001,298,0.985727
74821,Polygon Z,61496385,10/16/12,High,<Null>,<Null>,0.013784,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Intermittent,Unspecified,0.005329,0.000001,299,0.999511
23309,Polygon Z,61496691,10/16/12,High,<Null>,<Null>,0.013893,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.006884,0.000001,300,1.013404
23272,Polygon Z,61497017,11/15/02,High,<Null>,<Null>,0.014,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.005988,0.000001,301,1.027404
74472,Polygon Z,135972657,6/1/05 17:31,High,<Null>,<Null>,0.014,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.004577,0.000001,302,1.041404
108855,Polygon Z,61498267,11/15/02,High,<Null>,<Null>,0.014,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.006231,0.000001,303,1.055404
126543,Polygon Z,61496761,10/16/12,High,<Null>,<Null>,0.014797,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.007905,0.000002,304,1.070201
14673,Polygon Z,135655177,5/16/05 13:31,High,<Null>,<Null>,0.015,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.004839,0.000001,305,1.085201
23048,Polygon Z,61501087,11/15/02,High,<Null>,<Null>,0.015,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.004599,0.000002,306,1.100201
108827,Polygon Z,61500995,11/15/02,High,<Null>,<Null>,0.015,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.004707,0.000002,307,1.115201
109011,Polygon Z,61500431,11/15/02,High,<Null>,<Null>,0.015,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.005885,0.000001,308,1.130201
57629,Polygon Z,{8B82CF92-88E5-4ADC-9FAD-9CD89882EC3E},10/16/12,High,<Null>,<Null>,0.015531,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.006111,0.000002,309,1.145732
23115,Polygon Z,61497547,11/15/02,High,<Null>,<Null>,0.016,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.007226,0.000002,310,1.161732
57237,Polygon Z,61498259,11/15/02,High,<Null>,<Null>,0.016,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.007245,0.000002,311,1.177732
57630,Polygon Z,61495907,11/15/02,High,1473622,Ruffins Pond,0.016,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.008224,0.000002,312,1.193732
83388,Polygon Z,61500383,11/15/02,High,<Null>,<Null>,0.016,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.00775,0.000002,313,1.209732
100320,Polygon Z,61501121,11/15/02,High,<Null>,<Null>,0.016,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.004943,0.000002,314,1.225732
100738,Polygon Z,{07D24E4A-0078-44F9-BCCD-CA971B75EFC3},10/16/12,High,<Null>,<Null>,0.016056,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.006497,0.000002,315,1.241788
91881,Polygon Z,61496677,11/15/02,High,<Null>,<Null>,0.017,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.007518,0.000002,316,1.258788
100573,Polygon Z,61495791,11/15/02,High,<Null>,<Null>,0.017,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.006182,0.000002,317,1.275788
117575,Polygon Z,61497215,11/15/02,High,<Null>,<Null>,0.017,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.005721,0.000002,318,1.292788
40235,Polygon Z,{6E4C85CD-6C38-4CC5-9B9C-44110132FD6B},10/16/12,High,<Null>,<Null>,0.018669,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.005573,0.000002,319,1.311457
